gpu,memory,core_clock,boost_clock,boost_clock,length,rating,architecture,year,power_consumption,average_price
GeForce GT 440,1.0,810.0,,,,2.0,Fermi,2011,65,
GeForce GTS 450,1.0,850.0,,,,3.42,Fermi,2010,106,
Radeon HD 6850,1.0,860.0,,,,5.11,TeraScale 2,2010,127,
GeForce GTS 450,1.0,789.0,,,209.0,3.42,Fermi,2010,106,
GeForce GT 430,0.5,700.0,,,144.0,1.56,Fermi,2010,49,
Radeon HD 6870,1.0,940.0,,,261.0,5.75,TeraScale 2,2010,151,
GeForce GTS 450,1.0,875.0,,,187.0,3.42,Fermi,2010,106,
GeForce GTS 450,1.0,783.0,,,209.0,3.42,Fermi,2010,106,
GeForce GT 440,1.0,810.0,,,209.0,2.0,Fermi,2011,65,
Radeon HD 6990,4.0,830.0,,,,7.83,TeraScale 3,2011,375,
GeForce GTX 570,1.25,797.0,,,228.0,10.2,Fermi 2.0,2010,219,
GeForce GT 440,1.0,830.0,,,,2.0,Fermi,2011,65,
GeForce GTX 550 Ti,1.0,970.0,,,,4.04,Fermi 2.0,2011,116,
GeForce GTX 550 Ti,1.0,1000.0,,,187.0,4.04,Fermi 2.0,2011,116,
Radeon HD 6950,2.0,800.0,,,259.0,6.76,TeraScale 3,2010,200,
GeForce GTX 560 Ti,1.0,822.0,,,209.0,7.96,Fermi 2.0,2011,160,
GeForce GTX 560 Ti,1.0,950.0,,,228.0,7.96,Fermi 2.0,2011,160,
GeForce GTX 560 Ti,1.0,850.0,,,,7.96,Fermi 2.0,2011,160,
Radeon HD 6450,1.0,625.0,,,177.0,0.51,TeraScale 2,2011,18,
Radeon HD 6570,1.0,650.0,,,167.0,1.43,TeraScale 2,2011,60,
Radeon HD 6970,2.0,920.0,,,289.0,7.37,TeraScale 3,2010,250,
Radeon HD 6950,2.0,850.0,,,,6.76,TeraScale 3,2010,200,
Radeon HD 6770,1.0,850.0,,,,3.25,TeraScale 2,2011,108,
Radeon HD 6950,2.0,800.0,,,275.0,6.76,TeraScale 3,2010,200,
Radeon HD 6450,0.5,625.0,,,,0.51,TeraScale 2,2011,18,
Radeon HD 6450,1.0,,,,,0.51,TeraScale 2,2011,18,
Radeon HD 6970,2.0,900.0,,,287.0,7.37,TeraScale 3,2010,250,
Radeon HD 6670,1.0,800.0,,,149.0,1.88,TeraScale 2,2011,66,
Radeon HD 6450,1.0,675.0,,,,0.51,TeraScale 2,2011,18,
GeForce GTX 580,1.5,855.0,,,281.0,11.99,Fermi 2.0,2010,244,
GeForce GT 440,1.0,810.0,,,144.0,2.0,Fermi,2011,65,
GeForce GTX 580,3.0,772.0,,,,11.99,Fermi 2.0,2010,244,
Radeon HD 5450,0.5,650.0,,,177.0,0.35,TeraScale 2,2010,19,
GeForce GTX 560,1.0,810.0,,,209.0,7.17,Fermi 2.0,2011,150,
GeForce GT 430,1.0,700.0,,,185.0,1.56,Fermi,2010,49,
GeForce GTX 560,2.0,850.0,,,209.0,7.17,Fermi 2.0,2011,150,
Radeon HD 6770,1.0,850.0,,,274.0,3.25,TeraScale 2,2011,108,
GeForce GTX 560,1.0,950.0,,,228.0,7.17,Fermi 2.0,2011,150,
Radeon HD 6670,1.0,800.0,,,162.0,1.88,TeraScale 2,2011,66,
Radeon HD 6870,2.0,900.0,,,,5.75,TeraScale 2,2010,151,
GeForce GTS 450,1.0,888.0,,,209.0,3.42,Fermi,2010,106,
Radeon HD 6870,1.0,900.0,,,287.0,5.75,TeraScale 2,2010,151,
GeForce GTS 450,1.0,700.0,,,146.0,3.42,Fermi,2010,106,
Radeon HD 4350,1.0,600.0,,,166.0,0.37,TeraScale,2008,20,
Radeon HD 5970,2.0,725.0,,,,5.88,TeraScale 2,2009,294,
GeForce 8400 GS,0.25,520.0,,,167.0,0.4,Tesla,2007,40,
GeForce GT 520,1.0,810.0,,,,0.82,Fermi 2.0,2011,29,
GeForce GTX 560,2.0,850.0,,,236.0,7.17,Fermi 2.0,2011,150,
Radeon HD 6750,1.0,700.0,,,169.0,2.72,TeraScale 2,2011,86,
Radeon HD 6450,2.0,625.0,,,145.0,0.51,TeraScale 2,2011,18,
GeForce GTX 580,1.5,797.0,,,266.0,11.99,Fermi 2.0,2010,244,
GeForce 210,0.5,589.0,,,,0.31,Tesla 2.0,2009,31,
GeForce GTX 560 Ti 448,1.25,,,,,8.26,Fermi 2.0,2011,210,
GeForce GTX 560 Ti,1.0,832.0,,,237.0,7.96,Fermi 2.0,2011,160,
GeForce GTX 560,2.0,820.0,,,236.0,7.17,Fermi 2.0,2011,150,
Radeon HD 7970,3.0,925.0,,,285.0,13.64,GCN 1.0,2011,250,
Radeon HD 6870,2.0,900.0,,,261.0,5.75,TeraScale 2,2010,151,
Radeon HD 6670,1.0,,,,,1.88,TeraScale 2,2011,66,
Radeon HD 6570,2.0,650.0,,,149.0,1.43,TeraScale 2,2011,60,
GeForce GTX 460,1.0,700.0,,,,5.89,Fermi,2010,160,
Radeon HD 6670,2.0,800.0,,,149.0,1.88,TeraScale 2,2011,66,
Radeon HD 7970,3.0,1000.0,,,289.0,13.64,GCN 1.0,2011,250,
Radeon HD 7950,3.0,880.0,,,275.0,12.39,GCN 1.0,2012,200,
Radeon HD 7950,3.0,900.0,,,266.0,12.39,GCN 1.0,2012,200,
Radeon HD 7770,1.0,1000.0,,,210.0,5.65,GCN 1.0,2012,80,
Radeon HD 7750,1.0,800.0,,,170.0,4.4,GCN 1.0,2012,55,
Radeon HD 7770,1.0,1000.0,,,234.0,5.65,GCN 1.0,2012,80,
GeForce GT 430,4.0,700.0,,,145.0,1.56,Fermi,2010,49,
Radeon HD 6670,2.0,800.0,,,182.0,1.88,TeraScale 2,2011,66,
Radeon HD 6750,1.0,700.0,,,200.0,2.72,TeraScale 2,2011,86,
Radeon HD 7770,1.0,1000.0,,,,5.65,GCN 1.0,2012,80,
GeForce GT 440,2.0,810.0,,,185.0,2.0,Fermi,2011,65,
Radeon HD 7850,2.0,860.0,,,203.0,10.06,GCN 1.0,2012,130,
Radeon HD 7870,2.0,1000.0,,,260.0,12.01,GCN 1.0,2012,200,
Radeon HD 7850,2.0,870.0,,,259.0,10.06,GCN 1.0,2012,130,
GeForce GTX 680,2.0,1058.0,,,270.0,14.49,Kepler,2012,195,
Radeon HD 7850,2.0,860.0,,,241.0,10.06,GCN 1.0,2012,130,
Radeon HD 6670,1.0,800.0,,,164.0,1.88,TeraScale 2,2011,66,
FirePro V7900,2.0,,,,,5.99,TeraScale 3,2011,150,
GeForce GTX 680,2.0,1058.0,,,254.0,14.49,Kepler,2012,195,
GeForce GTX 670,2.0,915.0,,,240.0,13.84,Kepler,2012,170,
GeForce GTX 670,2.0,967.0,,,241.0,13.84,Kepler,2012,170,
GeForce GT 610,2.0,,,,,0.82,Fermi 2.0,2012,29,
GeForce GTX 680,2.0,1071.0,,,284.0,14.49,Kepler,2012,195,
GeForce GTX 680,2.0,1019.0,,,299.0,14.49,Kepler,2012,195,
GeForce GT 610,2.0,820.0,,,172.0,0.82,Fermi 2.0,2012,29,
Radeon HD 7970,3.0,1100.0,,,284.0,13.64,GCN 1.0,2011,250,
Radeon HD 7850,2.0,1000.0,,,230.0,10.06,GCN 1.0,2012,130,
GeForce GT 620,1.0,700.0,,,152.0,0.99,Fermi,2012,49,
GeForce GT 610,1.0,810.0,,,,0.82,Fermi 2.0,2012,29,
GeForce GT 630,2.0,810.0,,,156.0,1.76,Fermi,2012,65,
GeForce GTX 680,2.0,1137.0,,,299.0,14.49,Kepler,2012,195,
GeForce GTX 680,4.0,1019.0,,,254.0,14.49,Kepler,2012,195,
GeForce GTX 670,2.0,1019.0,,,266.0,13.84,Kepler,2012,170,
GeForce GT 630,1.0,810.0,,,,1.76,Fermi,2012,65,
Radeon HD 7850,2.0,1000.0,,,274.0,10.06,GCN 1.0,2012,130,
GeForce GTX 680,2.0,1110.0,,,279.0,14.49,Kepler,2012,195,
GeForce GTX 680,2.0,1097.0,,,254.0,14.49,Kepler,2012,195,
Radeon HD 7950,3.0,800.0,,,274.0,12.39,GCN 1.0,2012,200,
GeForce GTX 660 Ti,2.0,915.0,,,271.0,11.49,Kepler,2012,150,
GeForce GTX 660 Ti,2.0,1059.0,,,271.0,11.49,Kepler,2012,150,
GeForce GTX 660 Ti,3.0,915.0,,,241.0,11.49,Kepler,2012,150,
GeForce GTX 660 Ti,2.0,941.0,,,266.0,11.49,Kepler,2012,150,
GeForce GT 630,1.0,810.0,,,144.0,1.76,Fermi,2012,65,
GeForce GT 620,1.0,700.0,,,144.0,0.99,Fermi,2012,49,
GeForce GT 620,2.0,700.0,,,,0.99,Fermi,2012,49,
GeForce GT 630,2.0,810.0,,,144.0,1.76,Fermi,2012,65,
GeForce GTX 650,2.0,1202.0,,,152.0,4.55,Kepler,2012,65,
GeForce GTX 650,1.0,1058.0,,,,4.55,Kepler,2012,65,
GeForce GTX 650 Ti,1.0,966.0,,,174.0,6.57,Kepler,2012,110,
GeForce GT 640,4.0,901.0,,,170.0,3.06,Kepler,2012,65,
GeForce GTX 650,1.0,1215.0,,,245.0,4.55,Kepler,2012,65,
GeForce GTX 660,2.0,1072.0,,,259.0,10.42,Kepler,2012,140,
GeForce GTX 660,3.0,1046.0,,,241.0,10.42,Kepler,2012,140,
Radeon HD 7850,2.0,1000.0,,,296.0,10.06,GCN 1.0,2012,130,
GeForce GTX 650,1.0,1071.0,,,145.0,4.55,Kepler,2012,65,
GeForce GTX 650 Ti,1.0,954.0,,,230.0,6.57,Kepler,2012,110,
GeForce GTX 650 Ti,1.0,928.0,,,145.0,6.57,Kepler,2012,110,
GeForce GTX 670,2.0,915.0,,,242.0,13.84,Kepler,2012,170,
GeForce GTX 650 Ti,1.0,941.0,,,153.0,6.57,Kepler,2012,110,
GeForce GTX 680,2.0,1006.0,,,299.0,14.49,Kepler,2012,195,
Radeon HD 7850,1.0,860.0,,,248.0,10.06,GCN 1.0,2012,130,
GeForce GTX 650,1.0,1071.0,,,153.0,4.55,Kepler,2012,65,
Radeon HD 7750,2.0,850.0,,,223.0,4.4,GCN 1.0,2012,55,
GeForce GTX 680,4.0,1006.0,,,254.0,14.49,Kepler,2012,195,
Radeon HD 7750,4.0,800.0,,,167.0,4.4,GCN 1.0,2012,55,
Radeon HD 7790,1.0,1075.0,,,,8.03,GCN 2.0,2013,85,
Radeon HD 6570,2.0,650.0,,,167.0,1.43,TeraScale 2,2011,60,
GeForce GTX 650 Ti,1.0,928.0,,,219.0,6.57,Kepler,2012,110,
GeForce GT 640,4.0,902.0,,,153.0,3.06,Kepler,2012,65,
Radeon HD 7850,2.0,900.0,,,201.0,10.06,GCN 1.0,2012,130,
Radeon HD 7970,3.0,1000.0,,,268.0,13.64,GCN 1.0,2011,250,
GeForce GTX 670,2.0,928.0,,,170.0,13.84,Kepler,2012,170,
GeForce GTX 650 Ti Boost,1.0,1006.0,,,214.0,8.74,Kepler,2013,134,
GeForce GTX 650 Ti Boost,1.0,1006.0,,,219.0,8.74,Kepler,2013,134,
GeForce GT 630,2.0,810.0,,,203.0,1.76,Fermi,2012,65,
GeForce GTX 680,2.0,1006.0,,,,14.49,Kepler,2012,195,
GeForce GTX 650,1.0,1058.0,,,153.0,4.55,Kepler,2012,65,
GeForce GTX 780,3.0,863.0,,,267.0,20.82,Kepler,2013,250,
GeForce GTX 770,2.0,1059.0,,,266.0,15.38,Kepler,2013,230,
GeForce GTX 770,2.0,1085.0,,,266.0,15.38,Kepler,2013,230,
GeForce GT 630,1.0,902.0,,,145.0,1.76,Fermi,2012,65,
GeForce GTX 760,2.0,1058.0,,,254.0,12.47,Kepler,2013,170,
GeForce GTX 780,3.0,954.0,1006.0,1006.0,265.0,20.82,Kepler,2013,250,
GeForce GTX 770,2.0,1150.0,1202.0,1202.0,266.0,15.38,Kepler,2013,230,
GeForce GTX 780,3.0,954.0,1006.0,1006.0,292.0,20.82,Kepler,2013,250,
GeForce GT 640,1.0,1046.0,,,145.0,3.06,Kepler,2012,65,
GeForce GTX 770,2.0,1111.0,1163.0,1163.0,266.0,15.38,Kepler,2013,230,
GeForce GTX 770,4.0,1110.0,1163.0,1163.0,254.0,15.38,Kepler,2013,230,
GeForce GT 640,1.0,1045.0,,,146.0,3.06,Kepler,2012,65,
GeForce GTX 780,3.0,980.0,1033.0,1033.0,294.0,20.82,Kepler,2013,250,
Radeon R9 280X,3.0,850.0,,,276.0,15.18,GCN 1.0,2013,200,
Radeon R9 270X,2.0,1000.0,,,228.0,12.68,GCN 1.0,2013,180,
Radeon R9 270X,2.0,1100.0,1150.0,1150.0,262.0,12.68,GCN 1.0,2013,180,
Radeon R9 280X,3.0,1000.0,1050.0,1050.0,310.0,15.18,GCN 1.0,2013,200,
Radeon R7 250,1.0,1100.0,1150.0,1150.0,,2.73,GCN 1.0,2013,65,
Radeon R7 250,2.0,1000.0,,,145.0,2.73,GCN 1.0,2013,65,
Radeon R7 240,1.0,730.0,,,,2.33,GCN 1.0,2013,30,
GeForce GT 630,2.0,700.0,,,185.0,1.76,Fermi,2012,65,
GeForce GTX 770,4.0,1059.0,1111.0,1111.0,266.0,15.38,Kepler,2013,230,
GeForce GTX 770,4.0,1150.0,1202.0,1202.0,266.0,15.38,Kepler,2013,230,
Radeon R9 290X,4.0,772.0,1030.0,1030.0,267.0,19.3,GCN 2.0,2013,350,
Radeon R9 280X,3.0,850.0,1000.0,1000.0,,15.18,GCN 1.0,2013,200,
Radeon R9 290X,4.0,1000.0,,,289.0,19.3,GCN 2.0,2013,350,
Radeon R9 290,4.0,947.0,,,277.0,21.04,GCN 2.0,2013,275,
GeForce GTX 780 Ti,3.0,876.0,928.0,928.0,266.0,24.73,Kepler,2013,250,
Radeon R9 270,2.0,900.0,925.0,925.0,223.0,11.19,GCN 1.0,2013,150,
GeForce GTX 760,2.0,1006.0,1075.0,1075.0,170.0,12.47,Kepler,2013,170,
GeForce GTX 760,2.0,1072.0,1137.0,1137.0,247.0,12.47,Kepler,2013,170,
GeForce GTX 770,2.0,1046.0,1085.0,1085.0,280.0,15.38,Kepler,2013,230,
Radeon R9 290,4.0,1040.0,,,294.0,21.04,GCN 2.0,2013,275,
Radeon R9 290X,4.0,1040.0,,,294.0,19.3,GCN 2.0,2013,350,
GeForce GTX 780,3.0,1006.0,1059.0,1059.0,292.0,20.82,Kepler,2013,250,
GeForce GTX 780 Ti,3.0,980.0,1046.0,1046.0,287.0,24.73,Kepler,2013,250,
Radeon R9 280X,3.0,850.0,1000.0,1000.0,266.0,15.18,GCN 1.0,2013,200,
Radeon R9 270X,2.0,1150.0,1180.0,1180.0,254.0,12.68,GCN 1.0,2013,180,
Radeon R9 290,4.0,975.0,,,267.0,21.04,GCN 2.0,2013,275,
Radeon R9 270X,2.0,1100.0,,,261.0,12.68,GCN 1.0,2013,180,
Radeon R7 260X,2.0,1050.0,,,202.0,8.3,GCN 2.0,2013,115,
Radeon R9 270X,4.0,1000.0,,,228.0,12.68,GCN 1.0,2013,180,
Radeon R7 240,2.0,730.0,780.0,780.0,175.0,2.33,GCN 1.0,2013,30,
Radeon R7 250X,1.0,950.0,,,167.0,5.9,GCN 1.0,2014,80,
GeForce GTX 750,1.0,1033.0,1111.0,1111.0,144.0,8.69,Maxwell,2014,55,
Radeon R7 240,1.0,780.0,,,167.0,2.33,GCN 1.0,2013,30,
GeForce GT 640,1.0,1124.0,,,170.0,3.06,Kepler,2012,65,
Radeon R9 280X,6.0,1000.0,1050.0,1050.0,269.0,15.18,GCN 1.0,2013,200,
GeForce GTX 770,2.0,1110.0,1163.0,1163.0,254.0,15.38,Kepler,2013,230,
Radeon R7 265,2.0,900.0,925.0,925.0,233.0,10.44,GCN 1.0,2014,150,
GeForce GTX 770,2.0,1046.0,1085.0,1085.0,266.0,15.38,Kepler,2013,230,
Radeon R7 240,2.0,750.0,800.0,800.0,145.0,2.33,GCN 1.0,2013,30,
GeForce GTX 660,2.0,980.0,1046.0,1046.0,256.0,10.42,Kepler,2012,140,
Radeon R9 270X,2.0,1030.0,1080.0,1080.0,225.0,12.68,GCN 1.0,2013,180,
Radeon R9 290X,4.0,772.0,1000.0,1000.0,297.0,19.3,GCN 2.0,2013,350,
Radeon R7 250X,1.0,1000.0,,,219.0,5.9,GCN 1.0,2014,80,
Radeon R7 250,1.0,1000.0,,,,2.73,GCN 1.0,2013,65,
Radeon R9 270X,2.0,1000.0,1080.0,1080.0,211.0,12.68,GCN 1.0,2013,180,
Radeon R7 250,1.0,800.0,,,210.0,2.73,GCN 1.0,2013,65,
Radeon R9 295X2,8.0,947.0,1018.0,1018.0,307.0,22.29,GCN 2.0,2014,500,
Radeon R9 295X2,8.0,947.0,1018.0,1018.0,305.0,22.29,GCN 2.0,2014,500,
Radeon R9 290X,4.0,1080.0,,,305.0,19.3,GCN 2.0,2013,350,
Radeon R9 290,4.0,662.0,967.0,967.0,297.0,21.04,GCN 2.0,2013,275,
Radeon R9 295X2,8.0,1018.0,,,308.0,22.29,GCN 2.0,2014,500,
Radeon R9 295X2,8.0,1030.0,,,308.0,22.29,GCN 2.0,2014,500,
GeForce GTX 780,6.0,902.0,954.0,954.0,274.0,20.82,Kepler,2013,250,
GeForce GTX 780 Ti,3.0,876.0,928.0,928.0,280.0,24.73,Kepler,2013,250,
GeForce GTX 760,4.0,1085.0,1150.0,1150.0,287.0,12.47,Kepler,2013,170,
Radeon R9 270X,2.0,1000.0,1050.0,1050.0,210.0,12.68,GCN 1.0,2013,180,
Radeon R9 280,3.0,847.0,953.0,953.0,297.0,14.45,GCN 1.0,2014,200,
GeForce GTX 780,6.0,954.0,1006.0,1006.0,266.0,20.82,Kepler,2013,250,
GeForce GT 730,2.0,700.0,,,144.0,2.16,Fermi,2014,49,
GeForce GT 740,2.0,993.0,,,180.0,3.84,Kepler,2014,64,
GeForce GTX 780 Ti,3.0,876.0,928.0,928.0,292.0,24.73,Kepler,2013,250,
Radeon HD 7750,1.0,800.0,,,198.0,4.4,GCN 1.0,2012,55,
GeForce GT 730,1.0,700.0,,,154.0,2.16,Fermi,2014,49,
GeForce GT 740,2.0,993.0,,,144.0,3.84,Kepler,2014,64,
Radeon R9 295X2,8.0,1000.0,,,304.0,22.29,GCN 2.0,2014,500,
Radeon R9 290,4.0,947.0,,,309.0,21.04,GCN 2.0,2013,275,
Radeon R9 290X,4.0,1000.0,,,309.0,19.3,GCN 2.0,2013,350,
Quadro K2000,2.0,,,,203.0,4.11,Kepler,2013,51,
Radeon R5 230,1.0,625.0,,,170.0,0.57,TeraScale 2,2014,19,
GeForce GT 740,2.0,1202.0,,,153.0,3.84,Kepler,2014,64,
Radeon R9 290X,4.0,1050.0,,,297.0,19.3,GCN 2.0,2013,350,
Radeon R9 295X2,8.0,1018.0,,,309.0,22.29,GCN 2.0,2014,500,
GeForce GT 730,1.0,902.0,,,146.0,2.16,Fermi,2014,49,
Radeon R7 250,2.0,700.0,720.0,720.0,195.0,2.73,GCN 1.0,2013,65,
Radeon R7 260X,2.0,1000.0,,,178.0,8.3,GCN 2.0,2013,115,
Radeon R7 250,1.0,800.0,,,155.0,2.73,GCN 1.0,2013,65,
GeForce GT 740,1.0,993.0,,,144.0,3.84,Kepler,2014,64,
GeForce GTX 750 Ti,2.0,1020.0,1085.0,1085.0,,10.14,Maxwell,2014,75,
GeForce GT 720,1.0,797.0,,,114.0,1.6,Kepler 2.0,2014,19,
GeForce GTX 780,3.0,863.0,902.0,902.0,284.0,20.82,Kepler,2013,250,
GeForce GT 720,2.0,797.0,,,145.0,1.6,Kepler 2.0,2014,19,
GeForce GTX 760,2.0,1059.0,1124.0,1124.0,241.0,12.47,Kepler,2013,170,
Radeon R9 285,2.0,954.0,,,269.0,17.37,GCN 3.0,2014,190,
GeForce GT 730,1.0,700.0,,,,2.16,Fermi,2014,49,
GeForce GTX 980,4.0,1202.0,1304.0,1304.0,268.0,28.88,Maxwell 2.0,2014,220,24102.0
GeForce GT 720,1.0,797.0,,,,1.6,Kepler 2.0,2014,19,
GeForce GTX 970,4.0,1152.0,1279.0,1279.0,300.0,25.05,Maxwell 2.0,2014,150,
GeForce GTX 750,1.0,1033.0,1111.0,1111.0,,8.69,Maxwell,2014,55,
GeForce GT 730,2.0,700.0,,,,2.16,Fermi,2014,49,
Radeon R7 240,4.0,730.0,780.0,780.0,110.0,2.33,GCN 1.0,2013,30,
FirePro W600,2.0,600.0,,,163.0,4.34,GCN 1.0,2012,75,
GeForce GT 720,1.0,797.0,,,162.0,1.6,Kepler 2.0,2014,19,
GeForce GTX 970,4.0,1050.0,1178.0,1178.0,281.0,25.05,Maxwell 2.0,2014,150,
Radeon R7 250,1.0,1000.0,,,150.0,2.73,GCN 1.0,2013,65,
GeForce GT 720,1.0,797.0,,,137.0,1.6,Kepler 2.0,2014,19,
GeForce GTX 760,4.0,980.0,1033.0,1033.0,241.0,12.47,Kepler,2013,170,
Radeon R7 240,2.0,600.0,,,150.0,2.33,GCN 1.0,2013,30,
GeForce GTX 970,4.0,1076.0,1216.0,1216.0,,25.05,Maxwell 2.0,2014,150,
GeForce GT 740,2.0,993.0,,,152.0,3.84,Kepler,2014,64,
GeForce GTX 960,2.0,1253.0,1190.0,1190.0,170.0,15.84,Maxwell 2.0,2015,100,
GeForce GTX 750 Ti,2.0,1020.0,1085.0,1085.0,232.0,10.14,Maxwell,2014,75,
Radeon R7 260X,2.0,1188.0,,,209.0,8.3,GCN 2.0,2013,115,
GeForce GT 740,2.0,1072.0,,,186.0,3.84,Kepler,2014,64,
Radeon R9 290X,8.0,1020.0,,,305.0,19.3,GCN 2.0,2013,350,
GeForce GTX 960,2.0,1304.0,1367.0,1367.0,241.0,15.84,Maxwell 2.0,2015,100,
GeForce GTX 980 Ti,6.0,1038.0,1127.0,1127.0,266.0,35.87,Maxwell 2.0,2015,250,
Radeon R7 370,2.0,995.0,,,234.0,11.7,GCN 1.0,2015,100,
Radeon R9 390X,8.0,1090.0,,,295.0,24.45,GCN 2.0,2015,275,24379.0
Radeon R7 370,2.0,1000.0,1050.0,1050.0,258.0,11.7,GCN 1.0,2015,100,
Radeon R9 380,2.0,970.0,1000.0,1000.0,268.0,15.9,GCN 3.0,2015,220,
Radeon R7 360,2.0,1100.0,,,165.0,8.12,GCN 2.0,2015,80,
GeForce GTX 980 Ti,6.0,1000.0,1076.0,1076.0,281.0,35.87,Maxwell 2.0,2015,250,
GeForce GTX 760,4.0,1006.0,1072.0,1072.0,218.0,12.47,Kepler,2013,170,
Radeon R9 Fury,4.0,1040.0,,,305.0,24.86,GCN 3.0,2015,275,30310.0
Radeon R9 390X,8.0,1100.0,,,285.0,24.45,GCN 2.0,2015,275,24379.0
GeForce GTX 970,4.0,1050.0,1268.0,1268.0,269.0,25.05,Maxwell 2.0,2014,150,
GeForce GTX 960,2.0,1228.0,1317.0,1317.0,216.0,15.84,Maxwell 2.0,2015,100,
GeForce GTX 980,4.0,1317.0,1431.0,1431.0,297.0,28.88,Maxwell 2.0,2014,220,24102.0
GeForce GTX 980 Ti,6.0,1152.0,1241.0,1241.0,280.0,35.87,Maxwell 2.0,2015,250,
Radeon R9 380,4.0,970.0,,,234.0,15.9,GCN 3.0,2015,220,
GeForce GTX 950,2.0,1026.0,1190.0,1190.0,172.0,13.88,Maxwell 2.0,2015,90,
GeForce GTX 950,2.0,1203.0,1405.0,1405.0,240.0,13.88,Maxwell 2.0,2015,90,
Radeon R9 Fury,4.0,1000.0,,,203.0,24.86,GCN 3.0,2015,275,30310.0
GeForce GTX 750,1.0,1020.0,,,,8.69,Maxwell,2014,55,
Radeon R9 390X,8.0,1050.0,1060.0,1060.0,277.0,24.45,GCN 2.0,2015,275,24379.0
Radeon R9 Fury,4.0,1010.0,,,278.0,24.86,GCN 3.0,2015,275,30310.0
Radeon R9 270X,4.0,1000.0,1050.0,1050.0,220.0,12.68,GCN 1.0,2013,180,
Radeon HD 7750,2.0,800.0,,,168.0,4.4,GCN 1.0,2012,55,
Radeon R9 390,8.0,1000.0,,,,23.14,GCN 2.0,2015,300,20358.28571428572
GeForce GTX 980 Ti,6.0,1000.0,1076.0,1076.0,266.0,35.87,Maxwell 2.0,2015,250,
Radeon R7 370,4.0,1075.0,,,264.0,11.7,GCN 1.0,2015,100,
GeForce GTX 980 Ti,6.0,1000.0,1075.0,1075.0,287.0,35.87,Maxwell 2.0,2015,250,
GeForce GTX 950,2.0,1203.0,1405.0,1405.0,254.0,13.88,Maxwell 2.0,2015,90,
GeForce GTX 950,2.0,1026.0,1228.0,1228.0,210.0,13.88,Maxwell 2.0,2015,90,
Radeon R7 360,2.0,1200.0,,,146.0,8.12,GCN 2.0,2015,80,
Radeon R9 390,8.0,1010.0,,,,23.14,GCN 2.0,2015,300,20358.28571428572
FirePro W4300,4.0,930.0,,,,7.52,GCN 2.0,2015,50,
GeForce GTX 960,4.0,1279.0,1367.0,1367.0,262.0,15.84,Maxwell 2.0,2015,100,
Radeon RX 480,8.0,1120.0,1266.0,1266.0,255.0,22.38,GCN 4.0,2016,150,17570.833333333332
Radeon RX 470,4.0,926.0,1226.0,1226.0,240.0,21.05,GCN 4.0,2016,120,14974.652173913044
Radeon RX 460,2.0,1090.0,1220.0,1220.0,238.0,10.66,GCN 4.0,2016,75,8020.285714285715
GeForce GTX 1070,8.0,1594.0,1784.0,1784.0,296.0,35.12,Pascal,2016,150,33152.86486486487
Radeon RX 480,4.0,1120.0,1266.0,1266.0,269.0,22.38,GCN 4.0,2016,150,17570.833333333332
Radeon RX 570,8.0,1168.0,1268.0,1268.0,276.0,18.11,GCN 4.0,2017,120,36880.112676056335
Radeon RX 460,2.0,1090.0,1216.0,1216.0,214.0,10.66,GCN 4.0,2016,75,8020.285714285715
Radeon R7 360,2.0,1060.0,,,171.0,8.12,GCN 2.0,2015,80,
GeForce GTX 1080 Ti,11.0,1594.0,1708.0,1708.0,298.0,48.29,Pascal,2017,250,61898.85294117647
GeForce GTX 1080,8.0,1733.0,1873.0,1873.0,303.0,40.44,Pascal,2016,180,56019.25
GeForce GT 710,1.0,945.0,,,145.0,1.63,Kepler 2.0,2014,19,
GeForce GT 730,1.0,902.0,,,145.0,2.16,Fermi,2014,49,
GeForce GTX 950,2.0,1025.0,1190.0,1190.0,173.0,13.88,Maxwell 2.0,2015,90,
GeForce RTX 2080 Ti,11.0,1350.0,,,272.0,56.42,Turing,2018,250,93124.89393939394
GeForce RTX 2080,8.0,1515.0,1785.0,1785.0,288.0,48.79,Turing,2018,215,72597.38235294117
GeForce GTX 1660,6.0,1530.0,1845.0,1845.0,233.0,30.32,Turing,2019,120,24873.18918918919
GeForce GTX 1660,6.0,1530.0,1845.0,1845.0,245.0,30.32,Turing,2019,120,24873.18918918919
Radeon RX 570,8.0,1168.0,1266.0,1266.0,240.0,18.11,GCN 4.0,2017,120,36880.112676056335
Radeon R5 230,2.0,1000.0,1050.0,1050.0,145.0,0.57,TeraScale 2,2014,19,
GeForce RTX 2070,8.0,1410.0,1815.0,1815.0,283.0,41.94,Turing,2018,175,43462.75
GeForce RTX 2060,6.0,1680.0,1695.0,1695.0,170.0,36.76,Turing,2019,160,37083.05882352941
Radeon RX 5500 XT,4.0,1685.0,1845.0,1845.0,247.0,23.72,RDNA 1.0,2019,130,26249.78260869565
Radeon RX 5600 XT,6.0,1185.0,1600.0,1600.0,297.0,35.28,RDNA 1.0,2020,150,31489.729166666668
GeForce RTX 3060 Ti,8.0,1410.0,1665.0,1665.0,230.0,53.15,Ampere,2020,200,47190.90540540541
GeForce RTX 3090 Ti,24.0,1560.0,1860.0,1860.0,322.0,77.01,Ampere,2022,450,122757.8947368421
Radeon RX 6400,4.0,1923.0,,,185.0,19.85,RDNA 2.0,2022,53,
